DateTime,Currency,Impact,Event,Actual,Forecast,Previous,Detail
2025-02-05 15:00:00+00:00,USD,High Impact Expected,ISM Services PMI,52.8,54.2,54.1,"Source: Institute for Supply Management (latest release) | Measures: Level of a diffusion index based on surveyed purchasing managers, excluding the manufacturing industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, on the third business day after the month ends; | Next Release: Mar 5, 2025 | FF Notes: Above 50.0 indicates industry expansion, below indicates contraction. Source changed series from unadjusted to seasonally adjusted as of January 2001. Source changed series calculation formula as of Feb 2008; | Why Traders Care: It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy; | Derived Via: Survey of about 300 purchasing managers which asks respondents to rate the relative level of business conditions including employment, production, new orders, prices, supplier deliveries, and inventories; | Also Called: Non-Manufacturing PMI, Non-Manufacturing ISM Report On Business; | Acro Expand: The Institute for Supply Management (ISM), Purchasing Managers' Index (PMI);"
2025-02-05 20:30:00+00:00,GBP,High Impact Expected,Official Bank Rate,4.50%,4.50%,4.75%,"Source: Bank of England (latest release) | Measures: Interest rate at which the BOE lends to financial institutions overnight; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Scheduled monthly; | Next Release: Mar 20, 2025 | FF Notes: The rate decision is usually priced in the market, so it tends to be overshadowed by the Monetary Policy Summary, which is focused on the future; | Why Traders Care: Short term interest rates are the paramount factor in currency valuation - traders look at most other indicators merely to predict how rates will change in the future; | Derived Via: MPC members vote on where to set the rate. The individual votes are published 2 weeks later in the MPC Meeting Minutes; | Also Called: Interest Rates; | Acro Expand: Bank of England (BOE), Monetary Policy Committee (MPC);"
2025-02-05 20:30:00+00:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-9-0,0-8-1,0-3-6,"Source: Bank of England (latest release) | Usual Effect: More hawkish than expected is good for currency; | Frequency: Released monthly; | Next Release: Mar 20, 2025 | FF Notes: The vote is reported in an 'X-X-X' format - the first number is how many MPC members voted to increase interest rates, the second number is how many voted to decrease rates, and the third is how many voted to hold rates; | Why Traders Care: The BOE's MPC meeting minutes contain the interest rate vote for each MPC member during the most recent meeting. The breakdown of votes provides insight into which members are changing their stance on interest rates and how close the committee is to enacting a rate change in the future; | Acro Expand: Monetary Policy Committee (MPC);"
2025-02-05 20:30:00+00:00,GBP,High Impact Expected,Monetary Policy Summary,,,,"Source: Bank of England (latest release) | Usual Effect: More hawkish than expected is good for currency; | Frequency: Released monthly; | Next Release: Mar 20, 2025 | FF Notes: Source first released in Aug 2015; | Why Traders Care: It's among the primary tools the MPC uses to communicate with investors about monetary policy. It contains the outcome of their vote on interest rates and other policy measures, along with commentary about the economic conditions that influenced their votes. Most importantly, it discusses the economic outlook and offers clues on the outcome of future votes;"
2025-02-06 12:00:00+00:00,GBP,High Impact Expected,BOE Monetary Policy Report,,,,"Source: Bank of England (latest release) | Usual Effect: More hawkish than expected is good for currency; | Frequency: Released quarterly; | Next Release: May 8, 2025 | FF Notes: Report provides the BOE's projection for inflation and economic growth over the next 2 years. The BOE Governor also holds a press conference to discuss the report's contents after release. In Nov 2019 source changed report name from Inflation Report to Monetary Policy Report; | Why Traders Care: It provides valuable insight into the bank's view of economic conditions and inflation - the key factors that will shape the future of monetary policy and influence their interest rate decisions; | Acro Expand: Bank of England (BOE);"
2025-02-06 12:30:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,"FF Notice: Event added to calendar 7 minutes before release time; | Description: Due to hold a press conference about the Monetary Policy Report at the Bank of England, in London; | Source: Bank of England (latest release) | Speaker: BOE Governor Andrew Bailey; | Usual Effect: More hawkish than expected is good for currency; | Next Release: Feb 7, 2025 | FF Notes: BOE Governor Mar 2020 - Mar 2028. Volatility is often experienced during his speeches as traders attempt to decipher interest rate clues; | Why Traders Care: As head of the central bank, which controls short term interest rates, he has more influence over the nation's currency value than any other person. Traders scrutinize his public engagements as they are often used to drop subtle clues regarding future monetary policy; | Acro Expand: Bank of England (BOE);"
2025-02-06 13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,219K,214K,208K,"Source: Department of Labor (latest release) | Measures: The number of individuals who filed for unemployment insurance for the first time during the past week; | Usual Effect: 'Actual' less than 'Forecast' is good for currency; | Frequency: Released weekly, usually on the first Thursday after the week ends; | Next Release: Feb 13, 2025 | FF Notes: This is the nation's earliest economic data. The market impact fluctuates from week to week - there tends to be more focus on the release when traders need to diagnose recent developments, or when the reading is at extremes; | Why Traders Care: Although it's generally viewed as a lagging indicator, the number of unemployed people is an important signal of overall economic health because consumer spending is highly correlated with labor-market conditions. Unemployment is also a major consideration for those steering the country's monetary policy; | Also Called: Jobless Claims, Initial Claims;"
2025-02-06 20:30:00+00:00,USD,High Impact Expected,Unemployment Rate,4.0%,4.1%,4.1%,"Source: Bureau of Labor Statistics (latest release) | Measures: Percentage of the total work force that is unemployed and actively seeking employment during the previous month; | Usual Effect: 'Actual' less than 'Forecast' is good for currency; | Frequency: Released monthly, usually on the first Friday after the month ends; | Next Release: Mar 7, 2025 | Why Traders Care: Although it's generally viewed as a lagging indicator, the number of unemployed people is an important signal of overall economic health because consumer spending is highly correlated with labor-market conditions. Unemployment is also a major consideration for those steering the country's monetary policy; | Also Called: Jobless Rate;"
2025-02-06 20:30:00+00:00,USD,High Impact Expected,Non-Farm Employment Change,143K,169K,307K,"Source: Bureau of Labor Statistics (latest release) | Measures: Change in the number of employed people during the previous month, excluding the farming industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, usually on the first Friday after the month ends; | Next Release: Mar 7, 2025 | FF Notes: This is vital economic data released shortly after the month ends. The combination of importance and earliness makes for hefty market impacts; | Why Traders Care: Job creation is an important leading indicator of consumer spending, which accounts for a majority of overall economic activity; | Also Called: Non-Farm Payrolls, NFP, Employment Change;"
2025-02-06 20:30:00+00:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.5%,0.3%,0.3%,"Source: Bureau of Labor Statistics (latest release) | Measures: Change in the price businesses pay for labor, excluding the farming industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, usually on the first Friday after the month ends; | Next Release: Mar 7, 2025 | FF Notes: This is the earliest data related to labor inflation. Source changed series calculation formula as of Feb 2010; | Why Traders Care: It's a leading indicator of consumer inflation - when businesses pay more for labor the higher costs are usually passed on to the consumer;"
2025-02-06 21:05:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,"Description: Due to speak at TheCityUK Annual Dinner, in London; | Source: Bank of England (latest release) | Speaker: BOE Governor Andrew Bailey; | Usual Effect: More hawkish than expected is good for currency; | Next Release: Feb 11, 2025 | FF Notes: BOE Governor Mar 2020 - Mar 2028. Volatility is often experienced during his speeches as traders attempt to decipher interest rate clues; | Why Traders Care: As head of the central bank, which controls short term interest rates, he has more influence over the nation's currency value than any other person. Traders scrutinize his public engagements as they are often used to drop subtle clues regarding future monetary policy; | Acro Expand: Bank of England (BOE);"
2025-02-10 21:30:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,"Description: Due to hold a press conference about his latest executive orders at the White House, in Washington DC; | Source: White House (latest release) | Speaker: US President Donald Trump; | Next Release: Feb 12, 2025 | FF Notes: US President Jan 2017 - Jan 2021 and Jan 2025 - Jan 2029. He speaks frequently on a broad range of subjects - only speeches that might have direct market impact are listed on the calendar;"
2025-02-11 12:15:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,"Description: Due to deliver a speech titled ""Are we underestimating changes in financial markets?"" at the University of Chicago Booth School of Business, in London; | Source: Bank of England (latest release) | Speaker: BOE Governor Andrew Bailey; | Usual Effect: More hawkish than expected is good for currency; | Next Release: Feb 18, 2025 | FF Notes: BOE Governor Mar 2020 - Mar 2028. Volatility is often experienced during his speeches as traders attempt to decipher interest rate clues; | Why Traders Care: As head of the central bank, which controls short term interest rates, he has more influence over the nation's currency value than any other person. Traders scrutinize his public engagements as they are often used to drop subtle clues regarding future monetary policy; | Acro Expand: Bank of England (BOE);"
2025-02-11 15:00:00+00:00,USD,High Impact Expected,Fed Chair Powell Testifies,,,,"Description: Due to testify about Semi-Annual Monetary Policy Report before the Senate Banking Committee, in Washington DC; | Source: Federal Reserve (latest release) | Speaker: Federal Reserve Chair Jerome Powell; | Usual Effect: More hawkish than expected is good for currency; | Next Release: Feb 12, 2025 | FF Notes: Fed Chair Feb 2018 - Feb 2026. Fed Governor May 2012 - Jan 2028. The testimony usually comes in 2 parts: first he reads a prepared statement (a text version is made available on the Fed's website at the start), then the committee will hold a question and answer session. Since the questions are not known beforehand they can make for some unscripted moments that lead to heavy market volatility; | Why Traders Care: As head of the central bank, which controls short term interest rates, he has more influence over the nation's currency value than any other person. Traders scrutinize his public engagements as they are often used to drop subtle clues regarding future monetary policy; | Acro Expand: Federal Reserve (Fed);"
2025-02-11 20:30:00+00:00,USD,High Impact Expected,CPI y/y,3.0%,2.9%,2.9%,"Source: Bureau of Labor Statistics (latest release) | Measures: Change in the price of goods and services purchased by consumers; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 16 days after the month ends; | Next Release: Mar 12, 2025 | FF Notes: This is among the few non-seasonally adjusted numbers reported on the calendar; | Why Traders Care: Consumer prices account for a majority of overall inflation. Inflation is important to currency valuation because rising prices lead the central bank to raise interest rates out of respect for their inflation containment mandate; | Derived Via: The average price of various goods and services are sampled and then compared to the previous sampling; | Acro Expand: Consumer Price Index (CPI);"
2025-02-11 20:30:00+00:00,USD,High Impact Expected,CPI m/m,0.5%,0.3%,0.4%,"Source: Bureau of Labor Statistics (latest release) | Measures: Change in the price of goods and services purchased by consumers; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 16 days after the month ends; | Next Release: Mar 12, 2025 | Why Traders Care: Consumer prices account for a majority of overall inflation. Inflation is important to currency valuation because rising prices lead the central bank to raise interest rates out of respect for their inflation containment mandate; | Derived Via: The average price of various goods and services are sampled and then compared to the previous sampling; | Acro Expand: Consumer Price Index (CPI);"
2025-02-11 20:30:00+00:00,USD,High Impact Expected,Fed Chair Powell Testifies,,,,"Description: Due to testify about the Semi-Annual Monetary Policy Report before the House Financial Services Committee, in Washington DC; | Source: Federal Reserve (latest release) | Speaker: Federal Reserve Chair Jerome Powell; | Usual Effect: More hawkish than expected is good for currency; | FF Notes: Fed Chair Feb 2018 - Feb 2026. Fed Governor May 2012 - Jan 2028. The testimony usually comes in 2 parts: first he reads a prepared statement (a text version is made available on the Fed's website at the start), then the committee will hold a question and answer session. Since the questions are not known beforehand they can make for some unscripted moments that lead to heavy market volatility; | Why Traders Care: As head of the central bank, which controls short term interest rates, he has more influence over the nation's currency value than any other person. Traders scrutinize his public engagements as they are often used to drop subtle clues regarding future monetary policy; | Acro Expand: Federal Reserve (Fed);"
2025-02-11 20:40:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,"Description: Due to hold a press conference about his latest executive orders at the White House, in Washington DC; | Source: White House (latest release) | Speaker: US President Donald Trump; | Next Release: Feb 13, 2025 | FF Notes: US President Jan 2017 - Jan 2021 and Jan 2025 - Jan 2029. He speaks frequently on a broad range of subjects - only speeches that might have direct market impact are listed on the calendar;"
2025-02-12 13:30:00+00:00,USD,High Impact Expected,Core CPI m/m,0.4%,0.3%,0.2%,"Source: Bureau of Labor Statistics (latest release) | Measures: Change in the price of goods and services purchased by consumers, excluding food and energy; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 16 days after the month ends; | Next Release: Mar 12, 2025 | FF Notes: Food and energy prices account for about a quarter of CPI, but they tend to be very volatile and distort the underlying trend. The Federal Open Market Committee usually pays more attention to the Core data - so do traders; | Why Traders Care: Consumer prices account for a majority of overall inflation. Inflation is important to currency valuation because rising prices lead the central bank to raise interest rates out of respect for their inflation containment mandate; | Also Called: CPI Ex Food and Energy, Underlying CPI; | Acro Expand: Consumer Price Index (CPI);"
2025-02-12 20:30:00+00:00,USD,High Impact Expected,Unemployment Claims,213K,217K,220K,"Source: Department of Labor (latest release) | Measures: The number of individuals who filed for unemployment insurance for the first time during the past week; | Usual Effect: 'Actual' less than 'Forecast' is good for currency; | Frequency: Released weekly, usually on the first Thursday after the week ends; | Next Release: Feb 20, 2025 | FF Notes: This is the nation's earliest economic data. The market impact fluctuates from week to week - there tends to be more focus on the release when traders need to diagnose recent developments, or when the reading is at extremes; | Why Traders Care: Although it's generally viewed as a lagging indicator, the number of unemployed people is an important signal of overall economic health because consumer spending is highly correlated with labor-market conditions. Unemployment is also a major consideration for those steering the country's monetary policy; | Also Called: Jobless Claims, Initial Claims;"
2025-02-12 20:30:00+00:00,USD,High Impact Expected,PPI m/m,0.4%,0.3%,0.5%,"Source: Bureau of Labor Statistics (latest release) | Measures: Change in the price of finished goods and services sold by producers; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 13 days after the month ends; | Next Release: Mar 13, 2025 | FF Notes: Source changed series calculation formula as of Feb 2014; | Why Traders Care: It's a leading indicator of consumer inflation - when producers charge more for goods and services the higher costs are usually passed on to the consumer; | Also Called: Finished Goods PPI, Wholesale Prices, PPI for Final Demand; | Acro Expand: Producer Price Index (PPI);"
2025-02-12 20:30:00+00:00,GBP,High Impact Expected,GDP m/m,0.4%,0.1%,0.1%,"Source: Office for National Statistics (latest release) | Measures: Change in the total value of all goods and services produced by the economy; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 40 days after the month ends; | Next Release: Mar 14, 2025 | FF Notes: Source first released in Jul 2018; | Why Traders Care: It's the broadest measure of economic activity and the primary gauge of the economy's health; | Acro Expand: Gross Domestic Product (GDP);"
2025-02-12 20:48:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,"Description: Due to hold a press conference about his latest executive orders at the White House, in Washington DC; | Source: White House (latest release) | Speaker: US President Donald Trump; | Next Release: Feb 13, 2025 | FF Notes: US President Jan 2017 - Jan 2021 and Jan 2025 - Jan 2029. He speaks frequently on a broad range of subjects - only speeches that might have direct market impact are listed on the calendar;"
2025-02-13 13:30:00+00:00,USD,High Impact Expected,Core PPI m/m,0.3%,0.3%,0.4%,"Source: Bureau of Labor Statistics (latest release) | Measures: Change in the price of finished goods and services sold by producers, excluding food and energy; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 13 days after the month ends; | Next Release: Mar 13, 2025 | FF Notes: Source changed series calculation formula as of Feb 2014. Food and energy prices make up about 40% of overall PPI which tends to mute the importance of the Core data; | Also Called: Core Finished Goods PPI, Core PPI for Final Demand; | Acro Expand: Producer Price Index (PPI);"
2025-02-13 18:36:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,"Description: Due to hold a press conference about his latest executive orders at the White House, in Washington DC; | Source: White House (latest release) | Speaker: US President Donald Trump; | Next Release: Feb 14, 2025 | FF Notes: US President Jan 2017 - Jan 2021 and Jan 2025 - Jan 2029. He speaks frequently on a broad range of subjects - only speeches that might have direct market impact are listed on the calendar;"
2025-02-13 20:30:00+00:00,USD,High Impact Expected,Retail Sales m/m,-0.9%,-0.2%,0.7%,"Source: Census Bureau (latest release) | Measures: Change in the total value of sales at the retail level; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 16 days after the month ends; | Next Release: Mar 17, 2025 | FF Notes: This is the earliest and broadest look at vital consumer spending data; | Why Traders Care: It's the primary gauge of consumer spending, which accounts for the majority of overall economic activity; | Also Called: Advance Retail Sales;"
2025-02-13 20:30:00+00:00,USD,High Impact Expected,Core Retail Sales m/m,-0.4%,0.3%,0.7%,"Source: Census Bureau (latest release) | Measures: Change in the total value of sales at the retail level, excluding automobiles; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 16 days after the month ends; | Next Release: Mar 17, 2025 | FF Notes: Automobile sales account for about 20% of Retail Sales, but they tend to be very volatile and distort the underlying trend. The Core data is therefore thought to be a better gauge of spending trends; | Why Traders Care: It's the primary gauge of consumer spending, which accounts for the majority of overall economic activity; | Also Called: Retail Sales Ex Autos;"
2025-02-14 19:08:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,"Description: Due to hold a press conference about his latest executive orders at the White House, in Washington DC; | Source: White House (latest release) | Speaker: US President Donald Trump; | Next Release: Feb 19, 2025 | FF Notes: US President Jan 2017 - Jan 2021 and Jan 2025 - Jan 2029. He speaks frequently on a broad range of subjects - only speeches that might have direct market impact are listed on the calendar;"
2025-02-18 07:00:00+00:00,GBP,High Impact Expected,Claimant Count Change,22.0K,10.0K,-15.1K,"Source: Office for National Statistics (latest release) | Measures: Change in the number of people claiming unemployment-related benefits during the previous month; | Usual Effect: 'Actual' less than 'Forecast' is good for currency; | Frequency: Released monthly, about 16 days after the month ends; | Next Release: Mar 20, 2025 | FF Notes: It's the first indication of the employment situation, released a month earlier than the Unemployment Rate. Source changed series calculation formula as of Jun 2015; | Why Traders Care: Although it's generally viewed as a lagging indicator, the number of unemployed people is an important signal of overall economic health because consumer spending is highly correlated with labor-market conditions. Unemployment is also a major consideration for those steering the country's monetary policy; | Also Called: Jobless Claims, Unemployment Change;"
2025-02-18 09:30:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,"Description: Due to participate in a panel discussion titled ""Preserving and enhancing open financial markets"" at an event hosted by Bruegel, in Brussels; | Source: Bank of England (latest release) | Speaker: BOE Governor Andrew Bailey; | Usual Effect: More hawkish than expected is good for currency; | Next Release: Mar 24, 2025 | FF Notes: BOE Governor Mar 2020 - Mar 2028. Volatility is often experienced during his speeches as traders attempt to decipher interest rate clues; | Why Traders Care: As head of the central bank, which controls short term interest rates, he has more influence over the nation's currency value than any other person. Traders scrutinize his public engagements as they are often used to drop subtle clues regarding future monetary policy; | Acro Expand: Bank of England (BOE);"
2025-02-18 20:30:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,"Description: Due to speak in a joint interview, along with Elon Musk, conducted by Fox News; | Source: White House (latest release) | Speaker: US President Donald Trump; | Next Release: Feb 20, 2025 | FF Notes: US President Jan 2017 - Jan 2021 and Jan 2025 - Jan 2029. He speaks frequently on a broad range of subjects - only speeches that might have direct market impact are listed on the calendar;"
2025-02-18 21:13:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,"Description: Due to hold a press conference about his latest executive orders at Mar-a-Lago, in Florida; | Source: White House (latest release) | Speaker: US President Donald Trump; | Next Release: Feb 19, 2025 | FF Notes: US President Jan 2017 - Jan 2021 and Jan 2025 - Jan 2029. He speaks frequently on a broad range of subjects - only speeches that might have direct market impact are listed on the calendar;"
2025-02-19 07:00:00+00:00,GBP,High Impact Expected,CPI y/y,3.0%,2.8%,2.5%,"Source: Office for National Statistics (latest release) | Measures: Change in the price of goods and services purchased by consumers; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 16 days after the month ends; | Next Release: Mar 26, 2025 | FF Notes: This is considered the UK's most important inflation data because it's used as the central bank's inflation target; | Why Traders Care: Consumer prices account for a majority of overall inflation. Inflation is important to currency valuation because rising prices lead the central bank to raise interest rates out of respect for their inflation containment mandate; | Derived Via: The average price of various goods and services are sampled and then compared to the sampling done a year earlier; | Acro Expand: Consumer Price Index (CPI);"
2025-02-19 19:00:00+00:00,USD,High Impact Expected,FOMC Meeting Minutes,,,,"Source: Federal Reserve (latest release) | Usual Effect: More hawkish than expected is good for currency; | Frequency: Scheduled 8 times per year, 3 weeks after the Federal Funds Rate is announced; | Next Release: Apr 9, 2025 | Why Traders Care: It's a detailed record of the FOMC's most recent meeting, providing in-depth insights into the economic and financial conditions that influenced their vote on where to set interest rates; | Acro Expand: Federal Open Market Committee (FOMC);"
2025-02-19 20:30:00+00:00,USD,High Impact Expected,Unemployment Claims,219K,215K,214K,"Source: Department of Labor (latest release) | Measures: The number of individuals who filed for unemployment insurance for the first time during the past week; | Usual Effect: 'Actual' less than 'Forecast' is good for currency; | Frequency: Released weekly, usually on the first Thursday after the week ends; | Next Release: Feb 27, 2025 | FF Notes: This is the nation's earliest economic data. The market impact fluctuates from week to week - there tends to be more focus on the release when traders need to diagnose recent developments, or when the reading is at extremes; | Why Traders Care: Although it's generally viewed as a lagging indicator, the number of unemployed people is an important signal of overall economic health because consumer spending is highly correlated with labor-market conditions. Unemployment is also a major consideration for those steering the country's monetary policy; | Also Called: Jobless Claims, Initial Claims;"
2025-02-19 22:00:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,"Description: Due to speak at the FII Priority Summit, in Miami; | Source: White House (latest release) | Speaker: US President Donald Trump; | Next Release: Feb 21, 2025 | FF Notes: US President Jan 2017 - Jan 2021 and Jan 2025 - Jan 2029. He speaks frequently on a broad range of subjects - only speeches that might have direct market impact are listed on the calendar;"
2025-02-20 20:30:00+00:00,GBP,High Impact Expected,Flash Services PMI,51.1,50.8,50.8,"Source: S&P Global (latest release) | Measures: Level of a diffusion index based on surveyed purchasing managers in the services industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, around 3 weeks into the current month; | Next Release: Mar 24, 2025 | FF Notes: Above 50.0 indicates industry expansion, below indicates contraction. There are 2 versions of this report released about a week apart – Flash and Final. The Flash release, which the source first reported in Nov 2019, is the earliest and thus tends to have the most impact; | Why Traders Care: It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy; | Derived Via: Survey of about 650 purchasing managers which asks respondents to rate the relative level of business conditions including employment, production, new orders, prices, supplier deliveries, and inventories; | Acro Expand: Purchasing Managers' Index (PMI);"
2025-02-20 20:30:00+00:00,USD,High Impact Expected,Flash Services PMI,49.7,53.0,52.9,"Source: S&P Global (latest release) | Measures: Level of a diffusion index based on surveyed purchasing managers in the services industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, around 3 weeks into the current month; | Next Release: Mar 24, 2025 | FF Notes: Above 50.0 indicates industry expansion, below indicates contraction. There are 2 versions of this report released about a week apart – Flash and Final. The Flash release, which the source first reported in Nov 2013, is the earliest and thus tends to have the most impact; | Why Traders Care: It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy; | Derived Via: Survey of about 400 purchasing managers which asks respondents to rate the relative level of business conditions including employment, production, new orders, prices, supplier deliveries, and inventories; | Acro Expand: Purchasing Managers' Index (PMI);"
2025-02-21 00:20:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,"Description: Due to speak at the Republican Governors Association Meeting, in Washington DC; | Source: White House (latest release) | Speaker: US President Donald Trump; | Next Release: Feb 22, 2025 | FF Notes: US President Jan 2017 - Jan 2021 and Jan 2025 - Jan 2029. He speaks frequently on a broad range of subjects - only speeches that might have direct market impact are listed on the calendar;"
2025-02-21 07:00:00+00:00,GBP,High Impact Expected,Retail Sales m/m,1.7%,0.4%,-0.6%,"Source: Office for National Statistics (latest release) | Measures: Change in the total value of inflation-adjusted sales at the retail level; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 20 days after the month ends; | Next Release: Mar 28, 2025 | FF Notes: Source changed series calculation formula as of Feb 2010; | Why Traders Care: It's the primary gauge of consumer spending, which accounts for the majority of overall economic activity; | Also Called: Sales Volume, All Retailers sales;"
2025-02-21 09:30:00+00:00,GBP,High Impact Expected,Flash Manufacturing PMI,46.4,48.5,48.3,"Source: S&P Global (latest release) | Measures: Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, around 3 weeks into the current month; | Next Release: Mar 24, 2025 | FF Notes: Above 50.0 indicates industry expansion, below indicates contraction. There are 2 versions of this report released about a week apart – Flash and Final. The Flash release, which the source first reported in Nov 2019, is the earliest and thus tends to have the most impact; | Why Traders Care: It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy; | Derived Via: Survey of about 650 purchasing managers which asks respondents to rate the relative level of business conditions including employment, production, new orders, prices, supplier deliveries, and inventories; | Acro Expand: Purchasing Managers' Index (PMI);"
2025-02-21 14:45:00+00:00,USD,High Impact Expected,Flash Manufacturing PMI,51.6,51.3,51.2,"Source: S&P Global (latest release) | Measures: Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, around 3 weeks into the current month; | Next Release: Mar 24, 2025 | FF Notes: Above 50.0 indicates industry expansion, below indicates contraction. There are 2 versions of this report released about a week apart – Flash and Final. The Flash release, which the source first reported in May 2012, is the earliest and thus tends to have the most impact; | Why Traders Care: It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy; | Derived Via: Survey of about 800 purchasing managers which asks respondents to rate the relative level of business conditions including employment, production, new orders, prices, supplier deliveries, and inventories; | Acro Expand: Purchasing Managers' Index (PMI);"
2025-02-21 20:56:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,"Description: Due to hold a press conference about his latest executive orders at the White House, in Washington DC; | Source: White House (latest release) | Speaker: US President Donald Trump; | Next Release: Feb 24, 2025 | FF Notes: US President Jan 2017 - Jan 2021 and Jan 2025 - Jan 2029. He speaks frequently on a broad range of subjects - only speeches that might have direct market impact are listed on the calendar;"
2025-02-24 19:49:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,"Description: Due to hold a press conference with the President of France at the White House, in Washington DC; | Source: White House (latest release) | Speaker: US President Donald Trump; | Next Release: Feb 26, 2025 | FF Notes: US President Jan 2017 - Jan 2021 and Jan 2025 - Jan 2029. He speaks frequently on a broad range of subjects - only speeches that might have direct market impact are listed on the calendar;"
2025-02-25 20:59:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,"Description: Due to hold a press conference about his latest executive orders at the White House, in Washington DC; | Source: White House (latest release) | Speaker: US President Donald Trump; | Next Release: Feb 28, 2025 | FF Notes: US President Jan 2017 - Jan 2021 and Jan 2025 - Jan 2029. He speaks frequently on a broad range of subjects - only speeches that might have direct market impact are listed on the calendar;"
2025-02-26 20:30:00+00:00,USD,High Impact Expected,Unemployment Claims,242K,222K,220K,"Source: Department of Labor (latest release) | Measures: The number of individuals who filed for unemployment insurance for the first time during the past week; | Usual Effect: 'Actual' less than 'Forecast' is good for currency; | Frequency: Released weekly, usually on the first Thursday after the week ends; | Next Release: Mar 6, 2025 | FF Notes: This is the nation's earliest economic data. The market impact fluctuates from week to week - there tends to be more focus on the release when traders need to diagnose recent developments, or when the reading is at extremes; | Why Traders Care: Although it's generally viewed as a lagging indicator, the number of unemployed people is an important signal of overall economic health because consumer spending is highly correlated with labor-market conditions. Unemployment is also a major consideration for those steering the country's monetary policy; | Also Called: Jobless Claims, Initial Claims;"
2025-02-26 20:30:00+00:00,USD,High Impact Expected,Prelim GDP q/q,2.3%,2.3%,2.3%,"Source: Bureau of Economic Analysis (latest release) | Measures: Annualized change in the value of all goods and services produced by the economy; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released quarterly, about 60 days after the quarter ends; | Next Release: May 30, 2025 | FF Notes: While this is q/q data, it's reported in an annualized format (quarterly change x4). The 'Previous' listed is the 'Actual' from the Advance release and therefore the 'History' data will appear unconnected. There are 3 versions of GDP released a month apart - Advance, Preliminary, and Final. The Advance release is the earliest and thus tends to have the most impact; | Why Traders Care: It's the broadest measure of economic activity and the primary gauge of the economy's health; | Also Called: GDP Second Release; | Acro Expand: Gross Domestic Product (GDP);"
